County,FIPS,2023 Rural-Urban Continuum Codes([rural urban note]),"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)","Average Annual Count",Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Pottawattamie County, Iowa(7)",19155,Urban,23.7 ,19.7, 28.3,N/A , N/A , N/A,27,rising,3.8 ,2.5, 5.4
"Montmorency County, Michigan(6)",26119,Rural,23.7 ,13, 41.6,N/A , N/A , N/A,4,stable,1.8 ,-7.0, 11.5
"Lyon County, Kentucky(7)",21143,Rural,23.7 ,13.3, 41.2,N/A , N/A , N/A,3,*,*,*,*
"Latimer County, Oklahoma(6)",40077,Rural,23.7 ,13.6, 39.5,N/A , N/A , N/A,3,*,*,*,*
"Marathon County, Wisconsin(6)",55073,Urban,23.7 ,20.4, 27.4,N/A , N/A , N/A,40,stable,-2.6 ,-11.5, 1.3
"Trinity County, California(7)",06105,Rural,23.7 ,14.1, 37.6,N/A , N/A , N/A,5,stable,3.0 ,-1.2, 8.0
"Uintah County, Utah(7)",49047,Rural,23.7 ,16.6, 32.7,N/A , N/A , N/A,8,*,*,*,*
"Fannin County, Georgia(7)",13111,Rural,23.7 ,16.7, 33,N/A , N/A , N/A,10,stable,1.3 ,-1.1, 4.1
"Hocking County, Ohio(6)",39073,Urban,23.7 ,16.7, 32.7,N/A , N/A , N/A,8,stable,1.1 ,-3.3, 6.0
"Yadkin County, North Carolina(6)",37197,Urban,23.7 ,17.8, 31,N/A , N/A , N/A,12,stable,0.1 ,-2.4, 2.6
"Johnson County, Texas(7)",48251,Urban,23.6 ,20.5, 27,N/A , N/A , N/A,44,stable,0.7 ,-0.7, 2.2
"Madison County, New York(7)",36053,Urban,23.6 ,19.1, 29,N/A , N/A , N/A,21,stable,1.8 ,-0.7, 4.5
"Tolland County, Connecticut(7)",09013,Urban,23.6 ,20.4, 27.2,N/A , N/A , N/A,42,stable,-0.1 ,-1.4, 1.4
"Grant County, Wisconsin(6)",55043,Rural,23.6 ,18.2, 30.2,N/A , N/A , N/A,14,rising,2.8 ,0.4, 5.7
"Northampton County, Pennsylvania(6)",42095,Urban,23.6 ,21.5, 25.9,N/A , N/A , N/A,99,falling,-2.3 ,-5.8, -0.7
"Christian County, Kentucky(7)",21047,Urban,23.6 ,18.5, 29.7,N/A , N/A , N/A,15,rising,2.8 ,0.3, 5.7
"Payne County, Oklahoma(6)",40119,Rural,23.6 ,18.6, 29.4,N/A , N/A , N/A,17,stable,1.2 ,-1.9, 4.8
"Bledsoe County, Tennessee(6)",47007,Rural,23.6 ,15.1, 36,N/A , N/A , N/A,5,*,*,*,*
"Clinton County, Pennsylvania(6)",42035,Rural,23.6 ,17.4, 31.4,N/A , N/A , N/A,11,stable,1.1 ,-2.7, 5.0
"Lewis County, Washington(6)",53041,Rural,23.5 ,19.4, 28.4,N/A , N/A , N/A,25,stable,0.7 ,-2.0, 3.5
"Floyd County, Kentucky(7)",21071,Rural,23.5 ,17.4, 31.2,N/A , N/A , N/A,11,stable,0.6 ,-3.3, 4.7
"Wasco County, Oregon(6)",41065,Rural,23.5 ,16.8, 32.2,N/A , N/A , N/A,9,stable,-1.0 ,-4.9, 3.2
"Chambers County, Texas(7)",48071,Urban,23.5 ,17.4, 31.1,N/A , N/A , N/A,10,*,*,*,*
"Clark County, Illinois(7)",17023,Rural,23.5 ,14.6, 36.1,N/A , N/A , N/A,5,stable,1.0 ,-1.9, 4.2
"Kanawha County, West Virginia(6)",54039,Urban,23.5 ,20.7, 26.6,N/A , N/A , N/A,57,falling,-2.9 ,-8.7, -0.2
"Ogemaw County, Michigan(6)",26129,Rural,23.5 ,15.5, 34.3,N/A , N/A , N/A,8,stable,5.5 ,-0.2, 12.7
"St. Clair County, Illinois(7)",17163,Urban,23.5 ,21, 26.1,N/A , N/A , N/A,72,rising,4.0 ,2.4, 5.8
"Somerset County, New Jersey(7)",34035,Urban,23.5 ,21.4, 25.7,N/A , N/A , N/A,101,stable,0.0 ,-0.8, 0.8
"Jasper County, Mississippi(6)",28061,Rural,23.4 ,14.6, 35.8,N/A , N/A , N/A,5,*,*,*,*
"Washington County, Texas(7)",48477,Rural,23.4 ,17.5, 30.9,N/A , N/A , N/A,12,stable,0.7 ,-2.0, 4.1
"Klamath County, Oregon(6)",41035,Rural,23.4 ,18.8, 28.8,N/A , N/A , N/A,21,falling,-17.5 ,-33.0, -7.4
"Milam County, Texas(7)",48331,Rural,23.4 ,16.6, 32.3,N/A , N/A , N/A,9,stable,-0.3 ,-3.8, 3.2
"Pope County, Arkansas(6)",05115,Rural,23.4 ,18.6, 29.1,N/A , N/A , N/A,17,rising,3.9 ,0.3, 8.7
"Lackawanna County, Pennsylvania(6)",42069,Urban,23.4 ,20.8, 26.2,N/A , N/A , N/A,66,rising,3.2 ,1.7, 4.9
"Jefferson County, Georgia(7)",13163,Rural,23.4 ,14.3, 36.2,N/A , N/A , N/A,5,*,*,*,*
"Winnebago County, Wisconsin(6)",55139,Urban,23.4 ,20.4, 26.6,N/A , N/A , N/A,48,falling,-3.2 ,-7.7, -0.4
"White County, Tennessee(6)",47185,Rural,23.3 ,16.5, 32.2,N/A , N/A , N/A,8,stable,0.4 ,-3.5, 5.0
"Koochiching County, Minnesota(6)",27071,Rural,23.3 ,13.8, 37.9,N/A , N/A , N/A,5,stable,5.0 ,-2.2, 14.2
"Whiteside County, Illinois(7)",17195,Rural,23.3 ,18.6, 28.9,N/A , N/A , N/A,19,stable,-23.4 ,-47.4, 4.3
"Canadian County, Oklahoma(6)",40017,Urban,23.3 ,20, 27.1,N/A , N/A , N/A,36,stable,-1.9 ,-4.9, 1.4
"Lake County, Florida(6)",12069,Urban,23.3 ,21.5, 25.3,N/A , N/A , N/A,143,stable,-0.4 ,-1.9, 1.3
"Monroe County, West Virginia(6)",54063,Rural,23.3 ,14.5, 36.4,N/A , N/A , N/A,5,stable,0.4 ,-2.7, 4.1
"Winnebago County, Illinois(7)",17201,Urban,23.3 ,21, 25.8,N/A , N/A , N/A,81,stable,-0.7 ,-9.2, 2.1
"Montgomery County, Illinois(7)",17135,Rural,23.3 ,16.4, 32.2,N/A , N/A , N/A,8,stable,0.0 ,-3.1, 3.0
"Pike County, Mississippi(6)",28113,Rural,23.3 ,17.3, 30.7,N/A , N/A , N/A,11,stable,3.5 ,-0.3, 8.0
"Craven County, North Carolina(6)",37049,Rural,23.3 ,19.5, 27.6,N/A , N/A , N/A,30,stable,0.6 ,-1.3, 2.6
"Warren County, Illinois(7)",17187,Rural,23.2 ,14.8, 35.1,N/A , N/A , N/A,5,stable,1.5 ,-8.8, 10.9
"Kankakee County, Illinois(7)",17091,Urban,23.2 ,19.5, 27.5,N/A , N/A , N/A,29,rising,3.6 ,1.1, 6.6
"Bossier Parish, Louisiana(7)",22015,Urban,23.2 ,19.7, 27.2,N/A , N/A , N/A,31,stable,1.5 ,-0.5, 3.7
"Tattnall County, Georgia(7)",13267,Rural,23.2 ,16, 32.8,N/A , N/A , N/A,7,*,*,*,*
"Wichita County, Texas(7)",48485,Urban,23.2 ,19.7, 27.2,N/A , N/A , N/A,33,stable,1.3 ,-0.6, 3.4
"Keokuk County, Iowa(7)",19107,Rural,23.2 ,12.4, 40.1,N/A , N/A , N/A,3,*,*,*,*
"Darke County, Ohio(6)",39037,Rural,23.2 ,18, 29.4,N/A , N/A , N/A,15,stable,-8.5 ,-24.2, 1.2
"Hot Spring County, Arkansas(6)",05059,Rural,23.2 ,17.1, 30.9,N/A , N/A , N/A,10,stable,3.7 ,-1.7, 10.7
"Lincoln County, Missouri(6)",29113,Urban,23.2 ,18, 29.3,N/A , N/A , N/A,15,stable,1.1 ,-2.3, 4.9
"Breathitt County, Kentucky(7)",21025,Rural,23.1 ,13.8, 36.9,N/A , N/A , N/A,4,*,*,*,*
"Lemhi County, Idaho(7)",16059,Rural,23.1 ,12.3, 41.8,N/A , N/A , N/A,4,*,*,*,*
"Pulaski County, Missouri(6)",29169,Rural,23.1 ,16.8, 30.9,N/A , N/A , N/A,9,rising,5.4 ,1.7, 10.6
"Marinette County, Wisconsin(6)",55075,Rural,23.1 ,17.6, 30,N/A , N/A , N/A,15,stable,2.3 ,-1.3, 6.7
"Fayette County, Tennessee(6)",47047,Urban,23.1 ,17.6, 30,N/A , N/A , N/A,13,stable,1.2 ,-1.7, 4.8
"Fentress County, Tennessee(6)",47049,Rural,23.1 ,14.7, 34.8,N/A , N/A , N/A,6,*,*,*,*
"Independence County, Arkansas(6)",05063,Rural,23.1 ,17.2, 30.4,N/A , N/A , N/A,11,rising,5.1 ,2.1, 9.2
"Overton County, Tennessee(6)",47133,Rural,23.1 ,15.7, 33,N/A , N/A , N/A,7,stable,0.7 ,-4.9, 7.1
"Franklin County, Tennessee(6)",47051,Rural,23.1 ,17.6, 29.9,N/A , N/A , N/A,13,stable,2.2 ,-1.1, 6.1
"Chemung County, New York(7)",36015,Urban,23.1 ,19, 27.8,N/A , N/A , N/A,25,stable,1.6 ,-0.5, 3.9
"Josephine County, Oregon(6)",41033,Urban,23.1 ,19.3, 27.4,N/A , N/A , N/A,32,stable,-1.0 ,-3.7, 1.7
"Fannin County, Texas(7)",48147,Rural,23 ,17.1, 30.5,N/A , N/A , N/A,11,rising,3.6 ,0.1, 7.9
"Kerr County, Texas(7)",48265,Rural,23 ,18.3, 28.8,N/A , N/A , N/A,21,stable,0.2 ,-2.2, 2.5
"Durham County, North Carolina(6)",37063,Urban,23 ,20.7, 25.5,N/A , N/A , N/A,78,rising,3.3 ,1.8, 5.2
"Lyon County, Iowa(7)",19119,Rural,23 ,13.2, 37.7,N/A , N/A , N/A,4,*,*,*,*
"Middlesex County, Connecticut(7)",09007,Urban,23 ,20.2, 26.2,N/A , N/A , N/A,52,falling,-3.4 ,-8.6, -0.9
"Guernsey County, Ohio(6)",39059,Rural,23 ,17.2, 30.3,N/A , N/A , N/A,12,stable,-0.5 ,-4.0, 3.3
"Clinton County, New York(7)",36019,Rural,23 ,18.8, 28,N/A , N/A , N/A,22,rising,3.9 ,1.6, 6.9
"McLean County, North Dakota(6)",38055,Rural,23 ,13.2, 38.5,N/A , N/A , N/A,4,*,*,*,*
"Dorchester County, Maryland(6)",24019,Rural,23 ,17, 30.7,N/A , N/A , N/A,11,stable,0.3 ,-3.0, 4.0
"Anderson County, South Carolina(6)",45007,Urban,23 ,20.3, 26,N/A , N/A , N/A,56,stable,1.1 ,-1.2, 3.7
"Mason County, West Virginia(6)",54053,Rural,23 ,15.6, 32.7,N/A , N/A , N/A,7,stable,0.5 ,-3.5, 4.7
"Charlevoix County, Michigan(6)",26029,Rural,23 ,16.3, 31.9,N/A , N/A , N/A,9,stable,-2.6 ,-6.8, 1.5
"Louisa County, Virginia(6)",51109,Rural,23 ,17, 30.5,N/A , N/A , N/A,11,stable,-2.2 ,-7.0, 2.9
"McIntosh County, Oklahoma(6)",40091,Rural,22.9 ,14.7, 34.4,N/A , N/A , N/A,6,stable,3.4 ,0.0, 7.1
"Marion County, Oregon(6)",41047,Urban,22.9 ,20.8, 25.2,N/A , N/A , N/A,91,stable,-0.2 ,-1.8, 1.6
"Lee County, Georgia(7)",13177,Urban,22.9 ,16.3, 31.5,N/A , N/A , N/A,8,stable,2.8 ,-0.7, 7.5
"Allegan County, Michigan(6)",26005,Rural,22.9 ,19.4, 26.9,N/A , N/A , N/A,33,stable,1.3 ,-1.1, 3.9
"Camden County, New Jersey(7)",34007,Urban,22.9 ,21.2, 24.7,N/A , N/A , N/A,142,stable,0.4 ,-1.0, 1.3
"Lawrence County, Kentucky(7)",21127,Urban,22.9 ,14.3, 35.1,N/A , N/A , N/A,5,*,*,*,*
"Galveston County, Texas(7)",48167,Urban,22.9 ,20.8, 25.2,N/A , N/A , N/A,89,rising,10.3 ,3.2, 22.8
"New Castle County, Delaware(6)",10003,Urban,22.9 ,21.3, 24.6,N/A , N/A , N/A,158,stable,-1.0 ,-12.8, 0.6
"Laurens County, South Carolina(6)",45059,Urban,22.9 ,18.4, 28.1,N/A , N/A , N/A,20,stable,0.8 ,-1.0, 2.7
"Raleigh County, West Virginia(6)",54081,Urban,22.9 ,18.6, 27.8,N/A , N/A , N/A,23,stable,1.0 ,-0.6, 2.7
"Livingston County, Michigan(6)",26093,Urban,22.8 ,20.1, 25.9,N/A , N/A , N/A,56,falling,-2.1 ,-3.7, -0.5
"Fayette County, Texas(7)",48149,Rural,22.8 ,15.9, 32.1,N/A , N/A , N/A,9,stable,0.6 ,-3.3, 5.1
"Sacramento County, California(7)",06067,Urban,22.8 ,21.8, 23.9,N/A , N/A , N/A,393,rising,1.2 ,0.5, 2.1
"Benton County, Tennessee(6)",47005,Rural,22.8 ,14.3, 35.1,N/A , N/A , N/A,5,stable,0.5 ,-5.0, 6.9
"Santa Clara County, California(7)",06085,Urban,22.8 ,21.9, 23.7,N/A , N/A , N/A,485,stable,0.2 ,-4.7, 2.5
"Barbour County, Alabama(6)",01005,Rural,22.8 ,16.3, 31.3,N/A , N/A , N/A,8,*,*,*,*
"Colorado County, Texas(7)",48089,Rural,22.7 ,14.7, 33.7,N/A , N/A , N/A,6,stable,0.0 ,-3.4, 3.6
"Somerset County, Pennsylvania(6)",42111,Rural,22.7 ,18.5, 27.7,N/A , N/A , N/A,24,stable,1.9 ,-0.2, 4.1
"Anderson County, Tennessee(6)",47001,Urban,22.7 ,18.6, 27.6,N/A , N/A , N/A,23,stable,0.3 ,-28.7, 13.2
"Appanoose County, Iowa(7)",19007,Rural,22.7 ,14.1, 35.7,N/A , N/A , N/A,5,*,*,*,*
"St. Lawrence County, New York(7)",36089,Rural,22.7 ,19.1, 26.9,N/A , N/A , N/A,30,stable,1.0 ,-1.2, 3.3
"Clarion County, Pennsylvania(6)",42031,Rural,22.7 ,16.8, 30.1,N/A , N/A , N/A,11,stable,-29.3 ,-45.3, 0.4
"Nez Perce County, Idaho(7)",16069,Urban,22.7 ,17.3, 29.4,N/A , N/A , N/A,13,stable,1.6 ,-0.6, 4.3
"Strafford County, New Hampshire(6)",33017,Urban,22.7 ,19.3, 26.5,N/A , N/A , N/A,34,stable,1.2 ,-1.6, 4.5
"Okanogan County, Washington(6)",53047,Rural,22.7 ,17.1, 29.6,N/A , N/A , N/A,13,stable,1.2 ,-2.5, 5.5
"Plymouth County, Massachusetts(7)",25023,Urban,22.7 ,21, 24.4,N/A , N/A , N/A,157,falling,-16.6 ,-26.6, -6.4
"Archuleta County, Colorado(6)",08007,Rural,22.6 ,13.5, 36.4,N/A , N/A , N/A,5,falling,-15.2 ,-35.1, -5.0
"Culpeper County, Virginia(6)",51047,Urban,22.6 ,17.6, 28.8,N/A , N/A , N/A,14,stable,0.2 ,-4.0, 5.1
"Perry County, Mississippi(6)",28111,Urban,22.6 ,13.1, 37.1,N/A , N/A , N/A,4,stable,-0.7 ,-5.2, 4.3
"Colquitt County, Georgia(7)",13071,Rural,22.6 ,17.2, 29.3,N/A , N/A , N/A,12,stable,-1.5 ,-5.5, 2.4
"Saline County, Nebraska(6)",31151,Rural,22.6 ,13.6, 35.6,N/A , N/A , N/A,4,*,*,*,*
"Bingham County, Idaho(7)",16011,Rural,22.6 ,16.9, 29.6,N/A , N/A , N/A,11,stable,2.6 ,-0.4, 6.6
"Clark County, Wisconsin(6)",55019,Rural,22.6 ,16.3, 30.6,N/A , N/A , N/A,9,stable,2.7 ,-0.8, 7.0
"Owen County, Kentucky(7)",21187,Rural,22.6 ,12.5, 38.1,N/A , N/A , N/A,3,stable,-0.6 ,-4.8, 4.1
"Marion County, Mississippi(6)",28091,Rural,22.6 ,15.4, 32.2,N/A , N/A , N/A,7,stable,1.6 ,-2.2, 5.9
"Bartow County, Georgia(7)",13015,Urban,22.6 ,18.8, 27,N/A , N/A , N/A,26,stable,0.1 ,-2.4, 3.0
"Dade County, Georgia(7)",13083,Urban,22.6 ,14.6, 34,N/A , N/A , N/A,5,*,*,*,*
"Huron County, Ohio(6)",39077,Rural,22.6 ,17.9, 28.2,N/A , N/A , N/A,17,stable,-6.8 ,-26.9, 2.7
"Lafayette County, Mississippi(6)",28071,Rural,22.6 ,17.1, 29.3,N/A , N/A , N/A,12,stable,-4.2 ,-31.5, 3.3
"Sanilac County, Michigan(6)",26151,Rural,22.5 ,16.8, 29.7,N/A , N/A , N/A,12,stable,1.8 ,-2.6, 6.3
"Piscataquis County, Maine(6)",23021,Rural,22.5 ,14.6, 33.9,N/A , N/A , N/A,6,stable,4.6 ,-0.7, 11.7
"Gasconade County, Missouri(6)",29073,Rural,22.5 ,13.7, 35.3,N/A , N/A , N/A,5,stable,0.5 ,-4.6, 5.8
"Coffee County, Alabama(6)",01031,Rural,22.5 ,17.5, 28.6,N/A , N/A , N/A,14,stable,4.0 ,-0.1, 9.4
"Lapeer County, Michigan(6)",26087,Urban,22.4 ,18.4, 27.1,N/A , N/A , N/A,24,stable,0.0 ,-2.4, 2.5
"Cleveland County, Oklahoma(6)",40027,Urban,22.4 ,20.1, 25,N/A , N/A , N/A,68,rising,2.1 ,0.1, 4.5
"Fredericksburg City, Virginia(6)",51630,Urban,22.4 ,14.9, 32.4,N/A , N/A , N/A,6,stable,-0.3 ,-4.4, 4.1
"Hamilton County, Tennessee(6)",47065,Urban,22.4 ,20.4, 24.6,N/A , N/A , N/A,100,falling,-11.2 ,-19.7, -3.5
"Cuming County, Nebraska(6)",31039,Rural,22.4 ,12.8, 38,N/A , N/A , N/A,3,*,*,*,*
"St. Louis County, Missouri(6)",29189,Urban,22.4 ,21.2, 23.7,N/A , N/A , N/A,280,stable,0.5 ,-0.9, 1.1
"Morgan County, Illinois(7)",17137,Rural,22.4 ,16.4, 30,N/A , N/A , N/A,10,rising,2.7 ,0.3, 5.7
"Wilkes County, Georgia(7)",13317,Rural,22.4 ,12.7, 37.9,N/A , N/A , N/A,3,*,*,*,*
"Trumbull County, Ohio(6)",39155,Urban,22.4 ,19.7, 25.3,N/A , N/A , N/A,61,rising,2.8 ,0.3, 5.6
"San Jacinto County, Texas(7)",48407,Urban,22.4 ,16.1, 30.6,N/A , N/A , N/A,9,stable,2.2 ,-0.5, 5.8
"Cambria County, Pennsylvania(6)",42021,Urban,22.4 ,19.3, 25.8,N/A , N/A , N/A,44,rising,2.4 ,0.8, 4.1
"Marshall County, Alabama(6)",01095,Rural,22.4 ,18.6, 26.7,N/A , N/A , N/A,26,stable,0.1 ,-3.1, 3.7
"Custer County, Montana(6)",30017,Rural,22.3 ,13, 36.5,N/A , N/A , N/A,4,*,*,*,*
"Greene County, Arkansas(6)",05055,Rural,22.3 ,16.8, 29.1,N/A , N/A , N/A,11,rising,3.4 ,0.5, 7.1
"Washington County, Iowa(7)",19183,Urban,22.3 ,14.5, 32.9,N/A , N/A , N/A,6,stable,2.2 ,-0.2, 5.3
"Portsmouth City, Virginia(6)",51740,Urban,22.3 ,18.4, 26.8,N/A , N/A , N/A,24,rising,5.2 ,2.4, 8.6
"Berkeley County, West Virginia(6)",54003,Urban,22.3 ,18.7, 26.3,N/A , N/A , N/A,30,stable,2.0 ,-0.7, 5.2
"Henry County, Ohio(6)",39069,Rural,22.3 ,15.5, 31.1,N/A , N/A , N/A,8,stable,0.1 ,-3.5, 3.8
"Levy County, Florida(6)",12075,Urban,22.3 ,17.2, 28.7,N/A , N/A , N/A,15,stable,2.8 ,-0.3, 6.4
"Norfolk County, Massachusetts(7)",25021,Urban,22.3 ,20.9, 23.7,N/A , N/A , N/A,199,falling,-20.3 ,-30.6, -9.4
"Shelby County, Iowa(7)",19165,Rural,22.3 ,12.1, 37.9,N/A , N/A , N/A,4,*,*,*,*
"Cowlitz County, Washington(6)",53015,Urban,22.2 ,18.7, 26.2,N/A , N/A , N/A,31,stable,1.0 ,-1.9, 4.5
"Berkeley County, South Carolina(6)",45015,Urban,22.2 ,19.6, 25.1,N/A , N/A , N/A,54,stable,1.4 ,-0.2, 3.3
"Morgan County, West Virginia(6)",54065,Urban,22.2 ,15, 32.6,N/A , N/A , N/A,6,rising,4.3 ,1.0, 8.9
"Robertson County, Tennessee(6)",47147,Urban,22.2 ,17.7, 27.5,N/A , N/A , N/A,18,stable,-0.4 ,-3.9, 3.4
"Hampshire County, West Virginia(6)",54027,Urban,22.2 ,15.3, 31.4,N/A , N/A , N/A,8,rising,4.4 ,0.6, 9.7
"Hancock County, Mississippi(6)",28045,Urban,22.2 ,16.9, 28.7,N/A , N/A , N/A,14,stable,2.2 ,-2.0, 7.6
"Ozark County, Missouri(6)",29153,Rural,22.1 ,11.1, 40.7,N/A , N/A , N/A,3,*,*,*,*
"Warren County, Pennsylvania(6)",42123,Rural,22.1 ,16.2, 29.6,N/A , N/A , N/A,12,stable,-1.0 ,-4.5, 2.4
"Washington Parish, Louisiana(7)",22117,Rural,22.1 ,16.7, 28.8,N/A , N/A , N/A,12,rising,3.2 ,1.4, 5.4
"McKean County, Pennsylvania(6)",42083,Rural,22.1 ,16.5, 29.2,N/A , N/A , N/A,12,stable,0.8 ,-2.4, 4.1
"Kittitas County, Washington(6)",53037,Rural,22.1 ,16.6, 29,N/A , N/A , N/A,11,stable,1.6 ,-2.6, 7.1
"Buckingham County, Virginia(6)",51029,Rural,22.1 ,13.5, 34.3,N/A , N/A , N/A,4,*,*,*,*
"Randolph County, Arkansas(6)",05121,Rural,22.1 ,14.2, 33,N/A , N/A , N/A,5,*,*,*,*
"Mercer County, Pennsylvania(6)",42085,Rural,22.1 ,18.6, 26,N/A , N/A , N/A,33,stable,2.7 ,-0.6, 6.5
"Washington County, Arkansas(6)",05143,Urban,22 ,19.3, 25,N/A , N/A , N/A,50,falling,-10.5 ,-21.8, -0.4
"Lancaster County, South Carolina(6)",45057,Urban,22 ,18.4, 26.2,N/A , N/A , N/A,28,stable,-7.9 ,-23.4, 0.1
"Franklin County, North Carolina(6)",37069,Urban,22 ,17.5, 27.4,N/A , N/A , N/A,18,rising,4.7 ,2.1, 8.2
"Graham County, Arizona(6)",04009,Rural,22 ,15.9, 29.8,N/A , N/A , N/A,9,stable,1.7 ,-1.9, 6.1
"Grady County, Oklahoma(6)",40051,Urban,22 ,17, 28,N/A , N/A , N/A,14,rising,4.1 ,1.7, 7.1
"Garfield County, Oklahoma(6)",40047,Urban,22 ,17.5, 27.4,N/A , N/A , N/A,17,stable,0.0 ,-3.8, 4.0
"Muhlenberg County, Kentucky(7)",21177,Rural,22 ,15.9, 29.9,N/A , N/A , N/A,9,stable,2.2 ,-1.2, 6.1
"Lawrence County, Illinois(7)",17101,Rural,22 ,13.8, 33.8,N/A , N/A , N/A,5,stable,0.5 ,-4.6, 5.8
"Clark County, Washington(6)",53011,Urban,22 ,20.3, 23.8,N/A , N/A , N/A,127,falling,-2.1 ,-3.2, -1.0
"Union County, Ohio(6)",39159,Urban,22 ,17.1, 27.9,N/A , N/A , N/A,14,falling,-7.9 ,-13.6, -4.5
"Phelps County, Missouri(6)",29161,Rural,22 ,16.4, 28.9,N/A , N/A , N/A,11,stable,4.7 ,-0.3, 11.2
"Lawrence County, South Dakota(6)",46081,Rural,22 ,15, 31.3,N/A , N/A , N/A,8,falling,-30.2 ,-50.6, -1.6
"Smith County, Tennessee(6)",47159,Urban,22 ,14.1, 32.9,N/A , N/A , N/A,5,stable,1.2 ,-3.5, 6.8
"Wayne County, Kentucky(7)",21231,Rural,21.9 ,14.2, 32.5,N/A , N/A , N/A,6,stable,-0.1 ,-2.9, 2.8
"Creek County, Oklahoma(6)",40037,Urban,21.9 ,17.5, 27.1,N/A , N/A , N/A,19,stable,0.1 ,-2.4, 2.8
"Lancaster County, Nebraska(6)",31109,Urban,21.9 ,19.6, 24.4,N/A , N/A , N/A,70,stable,1.1 ,-1.1, 3.7
"Richland County, Ohio(6)",39139,Urban,21.9 ,18.6, 25.6,N/A , N/A , N/A,34,rising,2.7 ,0.5, 5.1
"Moffat County, Colorado(6)",08081,Rural,21.9 ,12.2, 36.2,N/A , N/A , N/A,3,*,*,*,*
"Polk County, Wisconsin(6)",55095,Rural,21.9 ,16.7, 28.3,N/A , N/A , N/A,14,rising,2.9 ,0.2, 6.4
"Mercer County, New Jersey(7)",34021,Urban,21.8 ,19.9, 23.9,N/A , N/A , N/A,100,stable,0.3 ,-0.8, 1.4
"Union County, Kentucky(7)",21225,Rural,21.8 ,13.1, 34.7,N/A , N/A , N/A,4,*,*,*,*
"Madison County, Virginia(6)",51113,Rural,21.8 ,13, 34.9,N/A , N/A , N/A,4,stable,2.6 ,-3.0, 9.7
"Shoshone County, Idaho(7)",16079,Rural,21.8 ,12.1, 36.4,N/A , N/A , N/A,4,*,*,*,*
"Kalamazoo County, Michigan(6)",26077,Urban,21.8 ,19.3, 24.5,N/A , N/A , N/A,60,falling,-16.7 ,-27.2, -10.1
"Sharp County, Arkansas(6)",05135,Rural,21.8 ,13.8, 33.2,N/A , N/A , N/A,6,stable,2.4 ,-2.3, 8.0
"Montague County, Texas(7)",48337,Rural,21.8 ,14.5, 31.8,N/A , N/A , N/A,6,stable,1.9 ,-3.0, 7.8
"St. Francois County, Missouri(6)",29187,Rural,21.8 ,17.2, 27.2,N/A , N/A , N/A,16,stable,0.2 ,-2.5, 3.0
"Spotsylvania County, Virginia(6)",51177,Urban,21.8 ,18.5, 25.4,N/A , N/A , N/A,34,rising,3.8 ,0.1, 15.0
"Wagoner County, Oklahoma(6)",40145,Urban,21.8 ,17.7, 26.5,N/A , N/A , N/A,21,stable,2.2 ,-1.2, 7.2
"Callahan County, Texas(7)",48059,Urban,21.7 ,13, 34.6,N/A , N/A , N/A,4,*,*,*,*
"Washtenaw County, Michigan(6)",26161,Urban,21.7 ,19.7, 24,N/A , N/A , N/A,85,stable,-0.6 ,-2.4, 1.2
"Rockwall County, Texas(7)",48397,Urban,21.7 ,17.9, 26.1,N/A , N/A , N/A,24,stable,1.0 ,-1.1, 3.8
"Sandoval County, New Mexico(7)",35043,Urban,21.7 ,18.8, 25,N/A , N/A , N/A,43,stable,1.1 ,-0.1, 3.0
"Edgar County, Illinois(7)",17045,Rural,21.7 ,13.2, 33.8,N/A , N/A , N/A,4,*,*,*,*
"Clarke County, Alabama(6)",01025,Rural,21.7 ,14.7, 31.1,N/A , N/A , N/A,7,*,*,*,*
"Henrico County, Virginia(6)",51087,Urban,21.7 ,19.6, 23.9,N/A , N/A , N/A,86,stable,-1.2 ,-15.2, 1.2
"Granville County, North Carolina(6)",37077,Rural,21.7 ,17.1, 27.1,N/A , N/A , N/A,17,stable,2.1 ,-0.2, 5.0
"Lenoir County, North Carolina(6)",37107,Rural,21.7 ,17.1, 27.2,N/A , N/A , N/A,17,stable,2.1 ,-0.2, 4.8
"Randall County, Texas(7)",48381,Urban,21.7 ,18.4, 25.3,N/A , N/A , N/A,32,stable,-0.7 ,-2.0, 0.6
"Mohave County, Arizona(6)",04015,Urban,21.6 ,19.2, 24.3,N/A , N/A , N/A,81,rising,2.9 ,1.5, 4.7
"Morrow County, Ohio(6)",39117,Urban,21.6 ,15.7, 29.2,N/A , N/A , N/A,9,stable,1.9 ,-1.0, 5.4
"Chesterfield County, Virginia(6)",51041,Urban,21.6 ,19.6, 23.8,N/A , N/A , N/A,90,stable,-0.7 ,-2.3, 1.0
"Jackson County, Texas(7)",48239,Rural,21.6 ,12.1, 35.6,N/A , N/A , N/A,3,*,*,*,*
"Swain County, North Carolina(6)",37173,Rural,21.6 ,12.7, 34.7,N/A , N/A , N/A,4,*,*,*,*
"Calhoun County, Florida(6)",12013,Rural,21.6 ,13.2, 33.9,N/A , N/A , N/A,4,*,*,*,*
